Date,Open,High,Low,Close,Adj Close,Volume
2000-08-31 00:00:00-04:00,274.79998779296875,278.29998779296875,274.79998779296875,278.29998779296875,278.29998779296875,0
2000-09-30 00:00:00-04:00,272.79998779296875,273.5,272.5,273.1000061035156,273.1000061035156,161
2000-10-31 00:00:00-05:00,264.5,265.0,264.5,264.8999938964844,264.8999938964844,0
2000-11-30 00:00:00-05:00,266.3999938964844,270.20001220703125,266.20001220703125,270.1000061035156,270.1000061035156,810
2000-12-31 00:00:00-05:00,268.3999938964844,268.3999938964844,268.3999938964844,268.3999938964844,268.3999938964844,0
2001-01-31 00:00:00-05:00,265.20001220703125,266.0,263.70001220703125,265.6000061035156,265.6000061035156,566
2001-02-28 00:00:00-05:00,266.79998779296875,266.79998779296875,266.79998779296875,266.79998779296875,266.79998779296875,0
2001-03-31 00:00:00-05:00,257.20001220703125,257.79998779296875,255.0,255.60000610351562,255.60000610351562,456
2001-04-30 00:00:00-04:00,264.0,264.0,264.0,264.0,264.0,0
2001-05-31 00:00:00-04:00,265.1000061035156,268.1000061035156,264.79998779296875,265.29998779296875,265.29998779296875,1108
2001-06-30 00:00:00-04:00,269.3999938964844,269.3999938964844,269.3999938964844,269.3999938964844,269.3999938964844,0
2001-07-31 00:00:00-04:00,264.79998779296875,266.5,264.3999938964844,266.20001220703125,266.20001220703125,348
2001-08-31 00:00:00-04:00,274.3999938964844,274.3999938964844,274.3999938964844,274.3999938964844,274.3999938964844,0
2001-09-30 00:00:00-04:00,291.79998779296875,292.8999938964844,290.5,292.20001220703125,292.20001220703125,91
2001-10-31 00:00:00-05:00,279.5,280.5,279.5,279.5,279.5,0
2001-11-30 00:00:00-05:00,273.20001220703125,275.5,272.6000061035156,273.8999938964844,273.8999938964844,744
2001-12-31 00:00:00-05:00,276.79998779296875,278.70001220703125,276.79998779296875,278.70001220703125,278.70001220703125,2
2002-01-31 00:00:00-05:00,281.0,282.79998779296875,280.79998779296875,282.1000061035156,282.1000061035156,1082
2002-02-28 00:00:00-05:00,296.0,296.70001220703125,296.0,296.70001220703125,296.70001220703125,0
2002-03-31 00:00:00-05:00,302.6000061035156,303.20001220703125,300.70001220703125,303.20001220703125,303.20001220703125,436
2002-04-30 00:00:00-04:00,308.8999938964844,308.8999938964844,308.8999938964844,308.8999938964844,308.8999938964844,0
2002-05-31 00:00:00-04:00,325.0,329.0,324.20001220703125,326.5,326.5,919
2002-06-30 00:00:00-04:00,314.0,314.0,314.0,314.0,314.0,20
2002-07-31 00:00:00-04:00,303.70001220703125,305.29998779296875,301.79998779296875,303.20001220703125,303.20001220703125,965
2002-08-31 00:00:00-04:00,312.5,313.3999938964844,312.5,313.3999938964844,313.3999938964844,0
2002-09-30 00:00:00-04:00,320.70001220703125,324.20001220703125,320.3999938964844,323.8999938964844,323.8999938964844,43
2002-10-31 00:00:00-05:00,318.0,318.0,318.0,318.0,318.0,0
2002-11-30 00:00:00-05:00,318.1000061035156,318.5,315.5,317.6000061035156,317.6000061035156,750
2002-12-31 00:00:00-05:00,343.6000061035156,347.6000061035156,341.0,347.6000061035156,347.6000061035156,0
2003-01-31 00:00:00-05:00,368.79998779296875,371.5,367.0,368.29998779296875,368.29998779296875,821
2003-02-28 00:00:00-05:00,350.20001220703125,350.20001220703125,350.20001220703125,350.20001220703125,350.20001220703125,16
2003-03-31 00:00:00-05:00,331.6000061035156,336.3999938964844,331.6000061035156,335.8999938964844,335.8999938964844,2026
2003-04-30 00:00:00-04:00,337.0,337.0,337.0,339.1000061035156,339.1000061035156,6
2003-05-31 00:00:00-04:00,360.0,367.0,360.0,366.0,366.0,1955
